Frequency,Number,Vocabulary,Translation
9914,6.58,后顾之忧,Worries
9915,6.58,南非政府,South African government
9916,6.58,来讲,Come on
9917,6.58,炸药,Explosive
9918,6.58,美德,virtue
9919,6.57,各家,Various households
9920,6.57,俄罗斯政府,Russian government
9921,6.57,个性,personality
9922,6.57,马来西亚队,Malaysian team
9923,6.57,大肆,Big
9924,6.57,贡献率,Contribution rate
9925,6.57,加权,Weighted
9926,6.57,场合,occasion
9927,6.57,架起,Rack
9928,6.57,扛,Carry
9929,6.57,始建,Start construction
9930,6.57,少见,Rare
9931,6.57,人民警察,People's police
9932,6.57,二十八,Twenty-eight
9933,6.57,捣毁,Smash
9934,6.56,颇为,Quite
9935,6.56,稳产,Stabilize
9936,6.56,次仁,Secondult
9937,6.56,重型,Heavy duty
9938,6.56,周杰,Zhou Jie
9939,6.56,振兴中华,Revitalize China
9940,6.56,亡,Death
9941,6.56,亚行,ADB
9942,6.55,一刻,Moment
9943,6.55,低迷,Downturn
9944,6.55,阻挡,Block
9945,6.55,贩,Traduter
9946,6.55,随处可见,Everywhere
9947,6.55,和睦,harmony
9948,6.55,连夜,Overnight
9949,6.55,陕,Shaanxi
9950,6.55,巴中,Pakistan
9951,6.54,长势,Long
9952,6.54,线上,on-line
9953,6.54,国产化,Domesticization
9954,6.54,夺回,recapture
9955,6.54,开花,flowering
9956,6.54,民族运动,National sports
9957,6.53,港府,Hong Kong Government
9958,6.53,不能不,Not
9959,6.53,爆竹,Firecracker
9960,6.53,稳定性,stability
9961,6.53,1000亿,100 billion
9962,6.53,眼镜,glasses
9963,6.53,禁飞区,Forbidden
9964,6.53,吸,Suck
9965,6.53,摸清,Find out
9966,6.52,监禁,Imprison
9967,6.52,马拉,Mala
9968,6.52,频率,frequency
9969,6.52,上亿,Hundred million
9970,6.52,赌,bet
9971,6.52,东西部,East and west
9972,6.52,开馆,Opening
9973,6.52,切除,resection
9974,6.52,沙漠化,Desertification
9975,6.52,可爱,cute
9976,6.52,友人,Friend
9977,6.52,上升股,Rising stock
9978,6.52,刘淇,Liu Qi
9979,6.52,起火,Fire
9980,6.52,司法部长,Judicial minister
9981,6.52,窝,nest
9982,6.52,循环赛,Cycle
9983,6.52,国人,Chinese people
9984,6.52,网吧,Internet cafe
9985,6.52,基辅,Kiev
9986,6.52,泳,swimming
9987,6.52,北京市政府,Beijing Government
9988,6.52,钦,Chin
9989,6.51,宏,Macro
9990,6.51,经济基础,economic basis
9991,6.51,启发,Inspire
9992,6.51,房产,Property
9993,6.51,撤回,withdraw
9994,6.51,旺季,Peak season
9995,6.51,铀,uranium
9996,6.51,窄,narrow
9997,6.51,稳固,stable
9998,6.51,组队,Team
9999,6.51,人民银行,The People's Bank
10000,6.5,精华,Essence
10001,6.5,集镇,town
10002,6.5,弱点,weakness
10003,6.5,黄瓜,cucumber
10004,6.5,中国全国人大,China National People's Congress
10005,6.5,简易,simple
10006,6.5,训练场,Training Course
10007,6.5,抛售,Sell
10008,6.5,立交桥,overpass
10009,6.5,争创,Strive
10010,6.5,添加剂,additive
10011,6.49,喂,Hey
10012,6.49,欺诈,Fraud
10013,6.49,日喀则,Shigatse
10014,6.49,教育界,Education
10015,6.49,暗,dark
10016,6.49,驾车,drive
10017,6.49,期盼,look forward to
10018,6.49,晶体,Crystal
10019,6.49,大马士革,Damascus
10020,6.49,交通工具,Transportation
10021,6.49,挂在,hang on
10022,6.49,立法会,Legislative Council
10023,6.49,百色,Hundred colors
10024,6.49,集团军,Group army
10025,6.49,桥本,Bridge
10026,6.49,茂,Moon
10027,6.48,浆,Slurry
10028,6.48,乌克兰队,Ukrainian team
10029,6.48,历代,All age
10030,6.48,一大早,Morning
10031,6.48,运气,luck
10032,6.48,乙级,Grade B
10033,6.48,悬殊,Disparity
10034,6.48,尿素,Urea
10035,6.48,明日,tomorrow
10036,6.47,超前,Forehead
10037,6.47,驻外,External
10038,6.47,兆,trillion
10039,6.47,眼泪,Tears
10040,6.47,尾声,end
10041,6.47,赛马,race
10042,6.46,越是,More
10043,6.46,传染,infect
10044,6.46,数码,Digital
10045,6.46,今晨,this morning
10046,6.46,一连,Together
10047,6.46,侧面,side
10048,6.46,疼痛,pain
10049,6.46,患病,Illness
10050,6.46,先导,Lead
10051,6.46,五年计划,five year Plan
10052,6.46,历,calendar
10053,6.46,健,Health
10054,6.46,割,Cut
10055,6.45,装卸,Unload
10056,6.45,第11,number 11
10057,6.45,嘎,嘎
10058,6.45,咬,bite
10059,6.44,出发点,Point of departure
10060,6.44,仙,Fairy
10061,6.44,延,Delay
10062,6.44,以免,so as not to
10063,6.44,宣讲,Preach
10064,6.44,发电量,Power generation
10065,6.44,经济信息,Economic information
10066,6.43,山林,Mountain forest
10067,6.43,被告人,Defendant
10068,6.43,不尽,Not exhaustive
10069,6.43,杀死,Kill
10070,6.43,疑虑,doubt
10071,6.43,皇帝,Emperor
10072,6.43,抛,throw
10073,6.43,殊荣,Honor
10074,6.43,局限,Limit
10075,6.43,阐明,Clarify
10076,6.43,记得,Remember
10077,6.43,紫,purple
10078,6.43,阳性,Positive
10079,6.42,会战,Fight
10080,6.42,眼里,In the eyes
10081,6.42,工业园区,Industrial park
10082,6.41,轴,axis
10083,6.41,世博会,World Expo
10084,6.41,马尔,Mal
10085,6.41,监察部,Supervisory department
10086,6.41,弹劾,Impeach
10087,6.41,危房,Dangerous house
10088,6.41,咱们,we
10089,6.41,降幅,Decline
10090,6.41,建于,Build
10091,6.41,总督,Governor
10092,6.41,参赛者,Contestant
10093,6.41,侵占,Assault
10094,6.4,独家,exclusive
10095,6.4,存储,storage
10096,6.4,他俩,He
10097,6.4,直达,Direct
10098,6.4,保龄球,bowling
10099,6.4,不畏,Not afraid
10100,6.4,刘华秋,Liu Huaqiu
10101,6.4,珠江,Pearl River
10102,6.4,山坡,hillside
10103,6.4,感冒,cold
10104,6.39,带回,Bring back
10105,6.39,登山队,Mountaineering team
10106,6.39,水量,Water volume
10107,6.39,矿泉水,mineral water
10108,6.39,室外,outdoor
10109,6.39,葡萄酒,wine
10110,6.39,整洁,tidy
10111,6.39,高超,superb
10112,6.39,下功夫,Subtle
10113,6.39,刑警,Criminal police
10114,6.39,比利时队,Belgian team
10115,6.38,丰产,Abundance
10116,6.38,嫩江,Nenjiang
10117,6.38,司法部门,Judicial department
10118,6.38,所有权,ownership
10119,6.38,艾哈迈德,Ahmed
10120,6.38,成年人,Adult
10121,6.38,天文学家,astronomer
10122,6.38,有效率,Efficient
10123,6.38,中央气象台,Central Meteorological Observatory
10124,6.38,墙上,Wall
10125,6.38,长寿,longevity
10126,6.38,外事,foreign affairs
10127,6.38,同月,Same month
10128,6.38,下跌股,Decreased stock
10129,6.38,悲痛,Grief
10130,6.38,调拨,Allocate
10131,6.38,总司令,General commander
10132,6.38,京郊,Beijing suburbs
10133,6.38,俄国,Russia
10134,6.37,金秋,Golden autumn
10135,6.37,癌细胞,cancer cell
10136,6.37,通向,Lead
10137,6.37,始,beginning
10138,6.37,张健,Zhang Jian
10139,6.37,谜,puzzle
10140,6.37,胸,chest
10141,6.37,计生,Family planning
10142,6.37,挑衅,provocative
10143,6.37,涂,Apply
10144,6.37,行贿,bribery
10145,6.37,古典,classical
10146,6.37,深入人心,Go deep into people
10147,6.37,支配,Dominate
10148,6.36,文化教育,Cultural education
10149,6.36,幼,young
10150,6.36,危急,critical
10151,6.36,不肯,Refuse
10152,6.36,姜,ginger
10153,6.36,筹划,Plan
10154,6.36,原煤,raw coal
10155,6.36,偷税,Tax
10156,6.36,修正,Correction
10157,6.35,退化,Degenerate
10158,6.35,流通领域,Circulation
10159,6.35,境界,realm
10160,6.35,形状,shape
10161,6.35,李贵鲜,Li Guihua
10162,6.35,档,files
10163,6.35,布朗,Brown
10164,6.35,色情,pornography
10165,6.35,昂贵,expensive
10166,6.35,政治委员,Political committee
10167,6.35,同在,together
10168,6.35,中国男队,Chinese men's team
10169,6.35,德育,Moral education
10170,6.35,高浩荣,Gratitude
10171,6.35,下榻,Stay
10172,6.34,相近,similar
10173,6.34,印发,Issue
10174,6.34,彼,Hear
10175,6.34,信仰,Belief
10176,6.34,对内,Internal
10177,6.34,篮,basket
10178,6.34,标本,specimen
10179,6.34,修筑,build
10180,6.34,兼顾,Take care of
10181,6.34,全州,Statewide
10182,6.33,合作社,cooperative
10183,6.33,海关总署,Customs Department
10184,6.33,高峰期,Peak period
10185,6.33,迪・,Di
10186,6.33,里斯本,Lisbon
10187,6.33,燃,Burning
10188,6.33,人口普查,Census
10189,6.33,拉丁美洲,Latin America
10190,6.33,品德,Morality
10191,6.33,漳州,Zhangzhou
10192,6.33,美国联邦储备委员会,US Federal Reserve Committee
10193,6.33,阴谋,conspiracy
10194,6.32,协办,Co-organizer
10195,6.32,名学,Famous school
10196,6.32,7000万,70 million
10197,6.32,安居乐业,Anju Leye
10198,6.32,门诊,Outpatient clinic
10199,6.32,电线,electric wire
10200,6.32,篮板球,rebound
10201,6.31,大本营,Base camp
10202,6.31,国务院办公厅,Office of the State Council
10203,6.31,货主,Cargo owner
10204,6.31,撞击,Hit
10205,6.31,王储,Wang Reserve
10206,6.31,缔约国,State party
10207,6.31,还给,Also give
10208,6.31,歌唱,singing
10209,6.31,尼日尔,Niger
10210,6.31,清真寺,mosque
10211,6.3,假货,Fake
10212,6.3,牙买加,Jamaica
10213,6.3,一共,A total
10214,6.3,羽,feather
10215,6.3,大项,Big item
10216,6.3,囊括,include
10217,6.3,格雷,Gray
10218,6.3,酷暑,Cool summer
10219,6.3,悬,Hang
10220,6.3,保密,Confidentiality
10221,6.3,小商品,Small commodity
10222,6.29,贫困村,Poor village
10223,6.29,防伪,Anti-counterfeiting
10224,6.29,农历,lunar calendar
10225,6.29,前一天,the day before
10226,6.29,消,remove
10227,6.29,献出,Give
10228,6.29,复合,complex
10229,6.29,中国民航,Chinese civil aviation
10230,6.29,中转,Transfer
10231,6.29,服务站,Service station
10232,6.29,拚,spell
10233,6.29,年份,years
10234,6.29,梅内姆,Menm
10235,6.29,环保局,Environmental Protection Bureau
10236,6.29,犯有,Committee
10237,6.29,弄虚作假,Falsify
10238,6.29,落幕,End
10239,6.28,伊始,At the beginning
10240,6.28,南美洲,South America
10241,6.28,技术股,Technical shares
10242,6.28,成活率,Survival rate
10243,6.28,当成,Be used as
10244,6.28,发行量,Issue
10245,6.28,军火,arms
10246,6.28,中盘,Medium
10247,6.28,洞庭湖,Dongting Lake
10248,6.27,繁荣昌盛,Prosperous
10249,6.27,冈萨雷斯,Gonzalez
10250,6.27,联席会议,Joint meeting
10251,6.27,冬训,Winter training
10252,6.27,四季,four seasons
10253,6.27,供应量,Supply
10254,6.27,老龄,Old age
10255,6.27,巴拉圭队,Paraguay team
10256,6.27,通告,notice
10257,6.27,离婚,divorce
10258,6.27,感激,gratitude
10259,6.27,夺标,Win
10260,6.27,〉,>
10261,6.27,趁,take advantage of
10262,6.26,考证,research
10263,6.26,农奴,serf
10264,6.26,冬运会,Winter
10265,6.26,步行,walk
10266,6.26,挫折,frustration
10267,6.26,权威性,authoritative
10268,6.26,职业化,Professionalization
10269,6.26,填写,fill in
10270,6.26,提速,Speed ​​up
10271,6.26,截,cut
10272,6.26,终端,terminal
10273,6.26,特困户,Special household
10274,6.26,兴修,Amusement
10275,6.26,蔡,Cai
10276,6.26,种苗,Seedlings
10277,6.26,甜头,Sweet
10278,6.26,贺,Congratulate
10279,6.26,抢占,seize
10280,6.26,品位,grade
10281,6.26,简陋,Simple
10282,6.26,不远,Not far away
10283,6.26,动情,Emotional
10284,6.25,理论研究,theoretical research
10285,6.25,圩,dike
10286,6.25,胜者,Victor
10287,6.25,赃款,Money
10288,6.25,征地,Land acquisition
10289,6.25,辛,pungent
10290,6.25,冰上,Ice
10291,6.25,爆,burst
10292,6.25,罚金,fine
10293,6.25,竭尽全力,Do every effort
10294,6.24,灵魂,soul
10295,6.24,适龄,Suitable age
10296,6.24,调运,Transfer
10297,6.24,直线,straight line
10298,6.24,敬业,Dedication
10299,6.24,札记,notes
10300,6.24,愤慨,indignation
10301,6.24,国际原子能机构,International IAEA
10302,6.23,如果说,if we assume
10303,6.23,重灾区,Disaster-stricken area
10304,6.23,淘汰赛,Knockout
10305,6.23,伯格,Berg
10306,6.23,财团,Consortium
10307,6.23,瞬间,moment
10308,6.23,店铺,Shop
10309,6.23,名气,Famous
10310,6.23,中层,Middle
10311,6.23,无私,Selfless
10312,6.23,黑河,Black river
10313,6.23,社会实践,social practice
10314,6.22,开战,Play
10315,6.22,赛会,Cony
10316,6.22,届中,In the past
10317,6.22,博得,win
10318,6.22,终年,throughout the year
10319,6.22,韦斯,Wester
10320,6.22,不及,Not
10321,6.21,王忠禹,Wang Zhongyu
10322,6.21,时而,sometimes
10323,6.21,暑期,Summer
10324,6.21,放射性,radioactivity
10325,6.21,旅游节,Tourism Festival
10326,6.21,信托,Trust
10327,6.21,商检,Commodity inspection
10328,6.21,屏障,barrier
10329,6.21,灶,kitchen
10330,6.21,邮报,post
10331,6.2,栽种,plant
10332,6.2,到场,turn up
10333,6.2,录像带,Tape
10334,6.2,北纬,north latitude
10335,6.2,苏北,Northern Jiangsu
10336,6.2,宣扬,Promote
10337,6.2,1・5亿,1 · 500 million
10338,6.2,支流,tributary
10339,6.2,摄,Take a photo
10340,6.2,淡,light
10341,6.2,英国人,British
10342,6.19,忠实,loyal
10343,6.19,领略,Appreciate
10344,6.19,保护人,Protector
10345,6.19,司马义・艾买提,Sima Yi Ai Yipi
10346,6.19,林果,Forest fruit
10347,6.19,法新社,AFP
10348,6.19,首发式,Starting
10349,6.19,艺术体操,Art gymnastics
10350,6.19,朝中,Facility
10351,6.19,寿,life
10352,6.19,弹道导弹,Ballistic missile
10353,6.18,初见成效,First-see
10354,6.18,联合国维和部队,United Nations peacekeeping force
10355,6.18,强攻,storm
10356,6.18,再接再厉,make persistent efforts
10357,6.18,变迁,change
10358,6.18,脏,dirty
10359,6.18,语音,voice
10360,6.18,注视,Gaze
10361,6.18,葛菲,Gefi
10362,6.18,满族,Manchor
10363,6.17,浙,Zhejiang
10364,6.17,主战场,Main battlefield
10365,6.17,冰岛,Iceland
10366,6.17,荣立,Honor
10367,6.17,文书,Instrument
10368,6.17,田野,field
10369,6.17,款式,shape
10370,6.17,并称,Be called
10371,6.17,艺术品,artwork
10372,6.17,卖给,Sell
10373,6.16,拦网,block
10374,6.16,送进,Send
10375,6.16,上海市政府,Shanghai Municipal Government
10376,6.16,散布,spread
10377,6.16,同业,Peer
10378,6.16,空调器,Air conditioner
10379,6.16,试用,try out
10380,6.16,境地,situation
10381,6.16,中游,Mid-
10382,6.15,申请人,applicant
10383,6.15,亮点,Highlight
10384,6.15,实习,practice
10385,6.15,开荒,Openness
10386,6.15,辉,Brilliant
10387,6.15,大夫,doctor
10388,6.15,侨,Overseas Chinese
10389,6.15,换上,Replace
10390,6.15,富民,Rich people
10391,6.15,享誉,Enjoys
10392,6.15,美国国防部,U.S. Department of Defense
10393,6.15,全民所有制,All ownership
10394,6.15,获奖者,winner
10395,6.14,冲出,Rush out
10396,6.14,觉,Sleep
10397,6.14,侵华,Invade
10398,6.14,理财,Financial management
10399,6.14,既定,established
10400,6.14,全天,All day
10401,6.14,报告团,Report
10402,6.14,漓江,Lijiang River
10403,6.13,民意测验,Public opinion
10404,6.13,头目,Header
10405,6.13,中央人民政府,central Communist parliament
10406,6.13,录音,recording
10407,6.13,寒风,Cold wind
10408,6.12,急于,eager
10409,6.12,离去,Leave
10410,6.12,荒,shortage
10411,6.12,升旗,Raise flag
10412,6.12,立功,Stand up
10413,6.12,神社,shrine
10414,6.12,头发,hair
10415,6.12,烧毁,burn
10416,6.12,撑,support
10417,6.12,紧接着,Follow
10418,6.12,前去,Before
10419,6.12,坊,Workshop
10420,6.12,臂,arm
10421,6.12,合肥市,Hefei City
10422,6.12,出力,Expensive
10423,6.12,布什政府,Bush Administration
10424,6.11,日用,Daily use
10425,6.11,二十六,Twenty-six
10426,6.11,高雅,elegant
10427,6.11,本市,This city
10428,6.11,〈,In
10429,6.11,申花队,Shenhua team
10430,6.11,主渠道,Main channel
10431,6.11,手册,manual
10432,6.1,宣判,Pronounce
10433,6.1,碰撞,collision
10434,6.1,碰到,bump into
10435,6.1,地里,Ground
10436,6.1,三分球,Three-point ball
10437,6.1,供热,Heating
10438,6.1,盛事,Event
10439,6.09,本色,Natural color
10440,6.09,星期日,Sunday
10441,6.09,无权,No right
10442,6.09,大水,Big water
10443,6.09,酒精,alcohol
10444,6.09,第10,the 10th
10445,6.09,冲破,break through
10446,6.09,摇篮,cradle
10447,6.09,晚间,evening
10448,6.09,纪念品,souvenir
10449,6.09,学期,semester
10450,6.09,不禁,Can't help
10451,6.09,药检,Drug test
10452,6.09,验,Inspect
10453,6.09,步枪,rifle
10454,6.09,发电机组,Generator set
10455,6.09,湖北队,Hubei team
10456,6.09,措,Measures
10457,6.09,针灸,Acupuncture
10458,6.08,文教,Cultural education
10459,6.08,上次,Last time
10460,6.08,连锁店,Chain store
10461,6.08,公共场所,Public places
10462,6.08,父,father
10463,6.08,铸造,Casting
10464,6.07,不俗,Unfounded
10465,6.07,声中,In the sound
10466,6.07,意图,intention
10467,6.07,约翰内斯堡,Johannesburg
10468,6.07,资本金,Capital
10469,6.07,捕鱼,Fishing
10470,6.07,馆长,curator
10471,6.07,黄海,Yellow Sea
10472,6.07,联合国开发计划署,United Nations Development Program
10473,6.06,民盟,Nationals
10474,6.06,托马斯,Thomas
10475,6.06,小流域,Small Watershed
10476,6.06,匮乏,Lack
10477,6.06,决策者,Decision maker
10478,6.05,牧草,grass
10479,6.05,鸣,Linger
10480,6.05,规程,Procedure
10481,6.05,贫富,Rich
10482,6.05,太平,Peaceful
10483,6.05,匈牙利队,Hungarian team
10484,6.04,年利率,Annual interest rate
10485,6.04,迟,Late
10486,6.04,外观,Exterior
10487,6.04,大连万达队,Dalian Wanda team
10488,6.04,何鲁丽,He Lu Li
10489,6.04,李明,Li Ming
10490,6.04,降下,lower
10491,6.04,资格赛,Qualification match
10492,6.04,微电子,Microelectronics
10493,6.04,科恩,Cohen
10494,6.04,辽,Liao
10495,6.04,皖,皖
10496,6.04,旦,dawn
10497,6.03,形式主义,Formism
10498,6.03,吉祥物,mascot
10499,6.03,罗夫,Luov
10500,6.03,实况,Live
10501,6.03,冷冻,freezing
10502,6.03,巡警,Patrolman
10503,6.03,紫外线,Ultraviolet
10504,6.03,合约,contract
10505,6.03,黑棋,Black chess
10506,6.03,孕妇,Pregnant woman
10507,6.03,奔驰,Mercedes
10508,6.02,攻防,Attack and defense
10509,6.02,主罚,Main penalty
10510,6.02,除夕,Lunar New Year's eve
10511,6.02,阁,Pavilion
10512,6.02,乒联,Ping
10513,6.02,逃离,get away
10514,6.02,必要性,necessity
10515,6.02,匆匆,Hurried
10516,6.02,奥委会,Olympic Committee
10517,6.02,深水,Deep water
10518,6.02,明代,Ming Dynasty
10519,6.01,应运而生,Successively
10520,6.01,愤怒,anger
10521,6.01,成品,Finished product
10522,6.01,皇家,Royal
10523,6.01,沙化,Sandification
10524,6.01,歪,crooked
10525,6.01,书市,Book
10526,6.01,假如,if
10527,6.01,木星,Jupiter
10528,6.01,复出,Backup
10529,6.01,运输机,Transporter
10530,6.01,治水,Water
10531,6.01,场景,Scenes
10532,6.01,呼,call
10533,6.01,引向,Lead
10534,6,确有,Indeed
10535,6,南京路,Nanjing Road
10536,6,大西南,Large southwestern
10537,6,中国外交部,Chinese Foreign Ministry
10538,6,蝉联,Continue
10539,6,卖淫,Prostitution
10540,6,剧烈,severe
10541,6,商会,Chamber of Commerce
10542,6,中西,Chinese and Western
10543,6,常识,common sense
10544,6,赢利,profit
10545,5.99,奚彬,Bin Bin
10546,5.99,女将,Female
10547,5.99,尝,taste
10548,5.99,预算案,budget case
10549,5.98,45万,"450,000"
10550,5.98,炮击,Shell
10551,5.98,宋平,Song Ping
10552,5.98,哈瓦那,Havana
10553,5.98,圣保罗,Sao Paulo
10554,5.98,遂,Attempt
10555,5.98,赶往,Rush to
10556,5.98,第二十五,Twenty-fifth
10557,5.98,擦,wipe
10558,5.98,军警,Military police
10559,5.98,缓缓,Slow
10560,5.98,旋转,Rotate
10561,5.98,预算外,Extracted
10562,5.98,桑塔纳,Santana
10563,5.98,开庭,Start in court
10564,5.98,霍尔,Hall
10565,5.98,关停,Shut down
10566,5.98,外相,External phase
10567,5.97,复议,Reconsideration
