Frequency,Number,Vocabulary,Translation,Pinyin
9029,7.55,居民区,Residential area,jūmínqū
9030,7.55,邮,mail,yóu
9031,7.54,本省,Province,běn
9032,7.54,亚太经济,Asia-Pacific Economy,Yà-Tài
9033,7.54,农贸市场,Agricultural Market,nóngmào
9034,7.54,运载火箭,Carrier,yùnzài
9035,7.54,供销,supply and marketing,gōngxiāo
9036,7.53,政绩,Political achievement,zhèngjì
9037,7.53,破裂,rupture,pòliè
9038,7.53,牧业,Husbandry,mùyè
9039,7.53,物业,Property,wùyè
9040,7.53,天然林,Natural forest,tiānránlín
9041,7.53,道歉,Apologize,dàoqiàn
9042,7.53,手工,manual,shǒugōng
9043,7.53,沈,Sink,chén
9044,7.53,干脆,simply,gāncuì
9045,7.52,风尚,Fashion,fēngshàng
9046,7.52,大体,in general,dàtǐ
9047,7.52,路边,roadside,lùbiān
9048,7.52,人畜,Human animal,rén
9049,7.52,门路,Gateway,ménlù
9050,7.52,功臣,Hero,gōngchén
9051,7.52,分公司,Branch,fēnɡōnɡsī
9052,7.52,指南,guide,zhǐnán
9053,7.52,图谋,Scheme,túmóu
9054,7.52,定向,Orientation,dìngxiàng
9055,7.52,牢记,keep in mind,láojì
9056,7.52,冲刺,Sprint,chōngcì
9057,7.52,调试,debugging,tiáoshì
9058,7.52,爱民,Love,ài
9059,7.51,幼儿,Young child,yòu'ér
9060,7.51,摊,Stall,tān
9061,7.51,诚挚,sincere,chéngzhì
9062,7.51,出战,Play,chūzhàn
9063,7.51,回避,avoid,huíbì
9064,7.51,自主经营,Independent operation,zìzhǔ
9065,7.51,偏僻,remote,piānpì
9066,7.5,微弱,weak,wēiruò
9067,7.5,指令,instruction,zhǐlìng
9068,7.5,鲜艳,Bright,xiānyàn
9069,7.5,建党,Establish a party,jiàndǎng
9070,7.5,袁伟民,Yuan Weimin,yuán
9071,7.49,查清,Check out,cháqīnɡ
9072,7.49,全都,all,quándōu
9073,7.49,兴致勃勃,Thrive,xìnɡzhì-bóbó
9074,7.49,遇难者,Victims,yùnàn
9075,7.49,新华社香港分社,"Xinhua News Agency, Hong Kong Branch",Xīnhuáshè
9076,7.48,骨髓,marrow,gǔsuǐ
9077,7.48,愈,Heal,yù
9078,7.48,异,different,yì
9079,7.48,二十四,twenty four,èr
9080,7.48,文莱,Brunei,Wénlái
9081,7.48,染色体,chromosome,rǎnsètǐ
9082,7.48,穗,ear,suì
9083,7.48,研究院,Research institute,yánjiūyuàn
9084,7.48,征税,tax,zhēngshuì
9085,7.47,减缓,Slow down,jiǎnhuǎn
9086,7.47,开拓进取,Pioneering,kāituòjìnqǔ
9087,7.47,世界观,Worldview,shìjièguān
9088,7.47,风波,Storm,fēngbō
9089,7.47,牛奶,milk,niúnǎi
9090,7.47,景气,Boom,jǐngqì
9091,7.47,滨,coast,bīn
9092,7.46,屡屡,repeatedly,lǚlǚ
9093,7.46,打败,defeat,dǎbài
9094,7.46,税利,Tax,shuìlì
9095,7.46,13亿,1.3 billion,shuìlì
9096,7.46,形态,form,xíngtài
9097,7.46,星火计划,Spark plan,xīnghuǒ
9098,7.46,退税,Refund,tuìshuì
9099,7.46,清算,Clear,qīngsuàn
9100,7.45,苏格兰,Scotland,Sūɡélán
9101,7.45,照明,illumination,zhàomíng
9102,7.45,举起,lift,jǔ
9103,7.45,韩国政府,Korean government,Hánɡuó
9104,7.44,第十九,nineteenth,dì
9105,7.44,病例,Case,bìnglì
9106,7.44,参照,Refer,cānzhào
9107,7.44,2500万,25 million,cānzhào
9108,7.44,致电,Call,zhìdiàn
9109,7.44,束,bundle,shù
9110,7.43,评论员,commentator,pínglùnyuán
9111,7.43,送入,Send in,sòng
9112,7.43,模,mold,mó
9113,7.43,元月,January,yuányuè
9114,7.43,拜年,pay a New Year call,bàinián
9115,7.43,附,Attach,fù
9116,7.43,二十二,twenty two,èr
9117,7.43,丸,pill,wán
9118,7.43,严寒,Cold,yánhán
9119,7.42,恪守,Abide by,kèshǒu
9120,7.42,天文台,observatory,tiānwéntái
9121,7.42,产物,product,chǎnwù
9122,7.42,开车,drive,kāichē
9123,7.42,在此期间,During this period,zài
9124,7.42,皮革,leather,pígé
9125,7.41,涝,waterlogging,lào
9126,7.41,商量,discuss,shāngliang
9127,7.41,噪音,noise,zàoyīn
9128,7.41,幕,screen,mù
9129,7.4,期刊,Journal,qīkān
9130,7.4,威力,power,wēilì
9131,7.4,扫除,remove,sǎochú
9132,7.4,保鲜,Preservation,bǎoxiān
9133,7.4,滚,roll,gǔn
9134,7.4,跑到,Run to,páo
9135,7.4,目睹,witness,mùdǔ
9136,7.4,滩涂,Beach,tāntú
9137,7.4,服务员,waiter,fúwùyuán
9138,7.39,技术装备,technical equipment,jìshù
9139,7.39,这天,this day,zhè
9140,7.39,便民,Convenience,biànmín
9141,7.39,财长,Finance manager,cái
9142,7.39,垦区,Reclamation area,kěnqū
9143,7.39,称作,Be called,chèn
9144,7.39,呆,stay,dāi
9145,7.39,显现,appear,xiǎnxiàn
9146,7.39,岛上,Island,dǎo
9147,7.39,老伴,Old companion,lǎobànr
9148,7.39,上访,Petition,shàngfǎng
9149,7.39,骗,cheat,piàn
9150,7.38,赤,red,chì
9151,7.38,瓜果,Fruits,guāguǒ
9152,7.38,头条,Headline,tóutiáo
9153,7.38,固体,solid,gùtǐ
9154,7.38,别墅,villa,biéshù
9155,7.37,卡洛斯,Carlos,kǎ
9156,7.37,希伯伦,Heburn,xī
9157,7.37,角球,Corner,jiǎoqiú
9158,7.37,伦敦金属交易所,London Metal Exchange,Lúndūn
9159,7.37,曲折,tortuous,qūzhé
9160,7.37,马列主义,Marxism,Mǎ-Lièzhǔyì
9161,7.37,体验,Experience,tǐyàn
9162,7.37,精确,accurate,jīngquè
9163,7.37,何厚铧,He Yixiang,hé
9164,7.36,学术界,academia,xuéshùjiè
9165,7.36,自已,Sincere,zìyǐ
9166,7.36,不一,Not,bùyī
9167,7.36,进步奖,Progress Award,jìnbù
9168,7.36,光纤,optical fiber,ɡuānɡxiān
9169,7.36,硬是,Hardness,yìngshì
9170,7.36,带到,Bring to,dài
9171,7.36,酒会,Wine,jiǔhuì
9172,7.36,慈善,charitable,císhàn
9173,7.36,持枪,Hold a gun,chíqiāng
9174,7.36,几内亚,Guinea,Jǐnèiyà
9175,7.36,致信,Send a letter,zhì
9176,7.36,挑起,Pick up,tiǎoqǐ
9177,7.36,策,Policy,cè
9178,7.36,用上,Use,yòng
9179,7.36,原子,atom,yuánzǐ
9180,7.35,巴西政府,Brazilian government,Bāxī
9181,7.35,清洗,Cleaning,qīngxǐ
9182,7.35,当月,Month,dàngyuè
9183,7.35,援藏,Aid,yuán
9184,7.35,中小型,Small and medium,zhōng-xiǎoxíng
9185,7.35,常设,permanent,chángshè
9186,7.35,班禅,Ban Zen,bānchán
9187,7.34,并重,Pay more,bìngzhòng
9188,7.34,洪都拉斯,Honduras,Hónɡdūlāsī
9189,7.34,任用,appointment,rènyòng
9190,7.34,冈,Gang,gāng
9191,7.34,1・5,1 · 5,gāng
9192,7.34,探险,Adventure,tànxiǎn
9193,7.34,分厂,Branch factory,fēnchǎng
9194,7.34,肩,shoulder,jiān
9195,7.34,本土,Local,běntǔ
9196,7.34,动武,use force,dòngwǔ
9197,7.33,急救,first aid,jíjiù
9198,7.33,粮棉,Grain cotton,liáng
9199,7.33,瓦斯,gas,wǎsī
9200,7.33,日记,Journal,rìjì
9201,7.32,日内,Within,rìnèi
9202,7.32,杀伤性,Killing,shāshāng
9203,7.32,售出,Sell,shòu
9204,7.32,茬,Stubble,chá
9205,7.32,塔里木,Tarim,tǎ
9206,7.32,凤,phoenix,fèng
9207,7.32,传说,legend,chuánshuō
9208,7.32,保护价,Protectionism,bǎohùjià
9209,7.31,大都市,Metropolis,dàdūshì
9210,7.31,市属,Municipal,shì
9211,7.31,录用,Hire,lùyòng
9212,7.31,七十五,seventy-five,qī
9213,7.31,发展史,Development history,fāzhǎn
9214,7.31,年率,Annual rate,niánlǜ
9215,7.31,军委,Military committee,jūnwěi
9216,7.31,全身,whole body,quánshēn
9217,7.31,当地人,Locals,dāngdì
9218,7.3,出院,Discharge,chūyuàn
9219,7.3,派驻,Stand,pàizhù
9220,7.3,饮用,drink,yǐnyòng
9221,7.3,钦佩,admiration,qīnpèi
9222,7.3,瓶颈,bottleneck,píngjǐng
9223,7.3,尝到,Taste,cháng
9224,7.3,下院,At home,xiàyuàn
9225,7.3,中国体育代表团,China Sports Delegation,zhōngguó
9226,7.3,公交,Bus,gōngjiāo
9227,7.29,绍,Sumptuous,shào
9228,7.29,箭,arrow,jiàn
9229,7.29,民革,Civil revolution,Mínɡé
9230,7.29,弟弟,Little brother,dìdi
9231,7.29,周转,turnover,zhōuzhuǎn
9232,7.29,接壤,border,jiērǎng
9233,7.29,潜艇,submarine,qiántǐng
9234,7.29,火爆,Hot,huǒbào
9235,7.29,委会,Committee,wēi
9236,7.29,钻石,Diamond,zuànshí
9237,7.28,主编,Editor,zhǔbiān
9238,7.28,转机,Transfer,zhuǎnjī
9239,7.28,透明,transparent,tòumíng
9240,7.28,以至,Even,yǐzhì
9241,7.28,几十万,Hundreds of thousands,jī
9242,7.28,穿过,Pass through,chuān
9243,7.27,单人,individual,dānrén
9244,7.27,故居,former residence,gùjū
9245,7.27,兼职,part time,jiānzhí
9246,7.27,合计,total,héjì
9247,7.27,花圈,wreath,huāquān
9248,7.27,中国工程院,Chinese Academy of Engineering,zhōngguó
9249,7.27,白条,White strip,báitiáo
9250,7.27,经济部长,Economic minister,jīngjì
9251,7.27,题写,Write,tíxiě
9252,7.27,制药,Pharmaceutical,zhì
9253,7.27,束缚,Bind,shùfù
9254,7.26,海岛,Island,hǎidǎo
9255,7.26,街上,Street,jiē
9256,7.26,深造,Deep,shēnzào
9257,7.26,劳动部门,Labor department,láodòng
9258,7.26,西海,West Sea,xī
9259,7.26,纹,Pattern,wén
9260,7.26,锦,Brocade,jǐn
9261,7.25,借款,loan,jièkuǎn
9262,7.25,地址,address,dìzhǐ
9263,7.25,病房,Ward,bìngfáng
9264,7.25,自立,Self-reliance,zìlì
9265,7.25,队名,Team Name,duì
9266,7.25,本场,Field,běn
9267,7.24,湛江,Zhanjiang,zhàn
9268,7.24,挤出,Extrusion,jǐ
9269,7.24,豆,bean,dòu
9270,7.24,哨所,Postage,shàosuǒ
9271,7.24,中药材,Chinese herbal medicine,zhōngyàocái
9272,7.24,换届,Transcend,huànjiè
9273,7.23,铅球,Shot,qiānqiú
9274,7.23,班组,team,bānzǔ
9275,7.23,微波,microwave,wēibō
9276,7.23,肝炎,hepatitis,gānyán
9277,7.23,元素,element,yuánsù
9278,7.23,悄然,Quietly,qiǎorán
9279,7.23,高效益,High-efficiency,gāoxiào
9280,7.23,特地,specially,tèdì
9281,7.23,透,through,tòu
9282,7.22,进口额,Import,jìnkǒu
9283,7.22,花生,peanut,huāshēng
9284,7.22,学业,School,xuéyè
9285,7.22,消费量,Consumption,xiāofèi
9286,7.22,巨变,Giant change,jùbiàn
9287,7.22,短跑,sprint,duǎnpǎo
9288,7.22,最少,least,zuì
9289,7.22,令人瞩目,Remarkable,líng
9290,7.22,庄稼,Crop,zhuāngjia
9291,7.22,个人赛,Individual match,gèrén
9292,7.22,全国总工会,National Federation of Trade Unions,quánguó
9293,7.22,中长期,Medium and long term,zhōng-chángqī
9294,7.22,核能,nuclear energy,hénéng
9295,7.22,卫士,Guardianship,wèishì
9296,7.22,铸,Cast,zhù
9297,7.22,东莞,Dongguan,dōng
9298,7.21,撤走,withdraw,chèzǒu
9299,7.21,马吉德,Majid,mǎ
9300,7.21,大搞,Bigger,dà
9301,7.21,棒球,baseball,bàngqiú
9302,7.21,址,site,zhǐ
9303,7.21,救治,Treat,jiùzhì
9304,7.21,婚礼,wedding,hūnlǐ
9305,7.21,劫持,hijack,jiéchí
9306,7.21,紧急状态,Emergency state,jǐnjí
9307,7.21,频道,Channel,píndào
9308,7.21,驱动,drive,qūdòng
9309,7.21,安曼,Aman,Ānmàn
9310,7.2,集约化,intensification,jíyuēhuà
9311,7.2,见效,Take effect,jiànxiào
9312,7.2,组装,Assemble,zǔzhuāng
9313,7.2,预算内,Budget,yùsuàn
9314,7.2,赖,rely,lài
9315,7.2,滚滚,Rolling,gǔngǔn
9316,7.2,果然,really,guǒrán
9317,7.2,出具,Issue,chūjù
9318,7.2,科室,Department,kēshì
9319,7.2,文选,anthology,wénxuǎn
9320,7.19,命中,Hit,mìngzhòng
9321,7.19,弃,abandoned,qì
9322,7.19,买到,Bought,mǎi
9323,7.19,忧,worry,yōu
9324,7.19,票价,fare,piàojià
9325,7.19,夹,folder,gā
9326,7.18,成交量,Transaction volume,chéngjiāo
9327,7.18,回乡,Return toiang,huíxiānɡ
9328,7.18,扑,flutter,pū
9329,7.18,大街小巷,Street alley,dàjiē-xiǎoxiàng
9330,7.18,亏损额,Loss,kuīsǔn'é
9331,7.18,部件,part,bùjiàn
9332,7.18,路口,intersection,lùkǒu
9333,7.18,南非队,South Africa,nánfēi
9334,7.18,摆放,Place,bǎifàng
9335,7.18,卡拉季奇,Karaji,kǎ
9336,7.17,甜,sweet,tián
9337,7.17,民歌,folk song,míngē
9338,7.17,解放战争,Liberation war,jiěfàng
9339,7.17,郑州市,Zhengzhou City,Zhènɡzhōu
9340,7.17,禁令,ban,jìnlìng
9341,7.17,萨利姆,Salim,sà
9342,7.17,住宿,stay,zhùsù
9343,7.17,短池,Short pool,duǎn
9344,7.17,体育场馆,gym,tǐyùchǎng
9345,7.17,三百,three hundred,sān
9346,7.17,宁波市,Ningbo City,Nínɡbō
9347,7.17,附属,Affiliate,fùshǔ
9348,7.17,擂台赛,Contest,lèitáisài
9349,7.17,待业,Work,dàiyè
9350,7.17,每位,Each,měi
9351,7.17,王治郅,Wang Zhi,wáng
9352,7.16,11亿,1.1 billion,wáng
9353,7.16,出示,show,chūshì
9354,7.16,欣喜,happy,xīnxǐ
9355,7.16,老鼠,mouse,lǎoshǔ
9356,7.16,做生意,Do business,zuòshēngyi
9357,7.16,供货,Supply,gōnghuò
9358,7.15,追加,Append,zhuījiā
9359,7.15,散打,San,sǎndǎ
9360,7.15,奥运村,Olympic village,àoyùncūn
9361,7.15,聂卫平,Nie Weiping,niè
9362,7.15,唐代,Tang Dynasty,táng
9363,7.15,疟疾,malaria,nüèji
9364,7.15,清华,Tsinghua,qīng
9365,7.15,电冰箱,refrigerator,diànbīngxiāng
9366,7.15,建树,Build a tree,jiànshù
9367,7.14,学子,Student,xuézǐ
9368,7.14,南斯拉夫联盟,Yugoslavia,Nánsīlāfū
9369,7.14,美国公司,American company,Měiɡuó
9370,7.14,国际文传电讯社,International Wen Zhu Electric News Agency,guójì
9371,7.14,济南市,Jinan City,Jǐnán
9372,7.14,下场,Next,xiàchǎng
9373,7.14,轻工业,light industry,qīnggōngyè
9374,7.14,描述,describe,miáoshù
9375,7.14,欺骗,deceive,qīpiàn
9376,7.14,主攻,Lead,zhǔgōng
9377,7.14,坚,Firm,jiān
9378,7.14,世界性,Worldwide,shìjiè
9379,7.14,习俗,custom,xísú
9380,7.14,一侧,Side,yīcè
9381,7.13,科技园区,Science and Technology Park,kējì
9382,7.13,创收,Income,chuàngshōu
9383,7.13,不对,wrong,bùduì
9384,7.13,排水,drain,páishuǐ
9385,7.13,四十五,forty five,sì
9386,7.13,夺魁,Won,duókuí
9387,7.13,传达,convey,chuándá
9388,7.13,桂林市,Guilin City,guì
9389,7.13,过往,Past,guòwǎng
9390,7.13,绳,rope,shéng
9391,7.13,备受,Have,bèishòu
9392,7.13,并存,coexist,bìngcún
9393,7.13,毁坏,destruction,huǐhuài
9394,7.13,主角,main character,zhǔjué
9395,7.13,伤病,Injuries,shāngbìng
9396,7.12,欠佳,Poor,qiànjiā
9397,7.12,企,Enterprise,qǐ
9398,7.12,尊敬,Respect,zūnjìng
9399,7.12,有的是,Some,yǒudeshì
9400,7.12,租用,Rent,zūyòng
9401,7.12,叶钊颖,Ye Weiying,xié
9402,7.12,上山,Go up,shàngshān
9403,7.12,无公害,Pollution,wúɡōnɡhài
9404,7.11,时常,often,shícháng
9405,7.11,谢里夫,Sheriff,xiè
9406,7.11,团中央,Champion,tuánzhōngyāng
9407,7.11,河南队,Henan team,Hénán
9408,7.11,月饼,moon cake,yuèbing
9409,7.11,讯,News,xùn
9410,7.11,控制区,Control area,kòngzhì
9411,7.11,秦皇岛,Qinhuangdao,qín
9412,7.11,魂,soul,hún
9413,7.11,主旋律,Main one,zhǔxuánlǜ
9414,7.11,考察团,Examiner,kǎochátuán
9415,7.1,财物,property,cáiwù
9416,7.1,过分,Overflow,guòfèn
9417,7.1,朝鲜队,North Korean team,Cháoxiǎn
9418,7.1,赛制,Condom,sàizhì
9419,7.1,宽带,Broadband,kuāndài
9420,7.1,渝,Chongqing,yú
9421,7.1,投篮,Shoot,tóulán
9422,7.1,处境,Situation,chǔjìng
9423,7.1,猴,monkey,hóu
9424,7.1,牛羊,Cattle sheep,niú
9425,7.1,支部,Branch,zhībù
9426,7.1,突发,Burst,tūfā
9427,7.09,死者,deceased,sǐzhě
9428,7.09,就读,Attend,jiùdú
9429,7.09,迷信,superstitious,míxìn
9430,7.09,克制,restraint,kèzhì
9431,7.09,锁,Lock,suǒ
9432,7.09,签发,Sign,qiānfā
9433,7.09,够,enough,gòu
9434,7.08,必需,Required,bìxū
9435,7.08,造船,shipbuilding,zàochuán
9436,7.08,兔,rabbit,tù
9437,7.08,会员国,Member state,huìyuánguó
9438,7.08,秀丽,beautiful,xiùlì
9439,7.08,拉德,Rad,lā
9440,7.08,保险业,Insurance,bǎoxiǎn
9441,7.08,通话,call,tōnghuà
9442,7.08,葡萄牙队,Portuguese team,Pútáoyá
9443,7.08,王汉斌,Wang Hanbin,wáng
9444,7.08,核定,Approve,hédìng
9445,7.07,功勋,Merit,gōngxūn
9446,7.07,出局,Out,chūjú
9447,7.07,鲁迅,Lu Xun,lǔ
9448,7.07,念,read,niàn
9449,7.07,饥饿,hunger,jī'è
9450,7.07,化纤,Chemical fiber,huàxiān
9451,7.07,上前,Forward,shǎng
9452,7.07,想方设法,Look into way,xiǎngfāng-shèfǎ
9453,7.07,礼堂,hall,lǐtáng
9454,7.07,服役,service,fúyì
9455,7.07,养牛,Raise cattle,yǎng
9456,7.07,放到,Put in,fàng
9457,7.06,演练,drill,yǎnliàn
9458,7.06,冶,Mixed,yě
9459,7.06,入学率,admission rate,rùxué
9460,7.06,火车站,train station,huǒchēzhàn
9461,7.06,教堂,church,jiàotáng
9462,7.06,追踪,track,zhuīzōng
9463,7.06,体协,Sports Association,tǐxié
9464,7.06,长大,grow up,zhǎnɡdà
9465,7.05,运力,Capacity,yùnlì
9466,7.05,佩里,Perry,pèi
9467,7.05,三等奖,Third prize,sān
9468,7.05,笑容,Smile,xiàoróng
9469,7.05,村办,Village office,cūn
9470,7.05,平息,calm,píngxī
9471,7.05,征服,conquer,zhēngfú
9472,7.05,扎根,Root,zhāgēn
9473,7.05,周到,thoughtful,zhōudào
9474,7.05,银川市,Yinchuan City,Yínchuān
9475,7.05,男队,Male team,nán
9476,7.05,踏,tread,tā
9477,7.05,周岁,Old age,zhōusuì
9478,7.04,俱乐部队,Club team,jùlèbù
9479,7.04,温布尔登,Wimbleden,wēn
9480,7.04,羊毛,wool,yángmáo
9481,7.04,座座,Seat seat,zuò
9482,7.04,有价值,valuable,yǒujià
9483,7.04,勋章,medal,xūnzhāng
9484,7.04,曾庆红,Zeng Qinghong,céng
9485,7.04,版权,copyright,bǎnquán
9486,7.04,绘制,draw,huìzhì
9487,7.03,孤立,isolated,gūlì
9488,7.03,荔枝,litchi,lìzhī
9489,7.03,默契,tacit agreement,mòqì
9490,7.03,弊端,Disadvantage,bìduān
9491,7.03,不通,Unhappy,bùtōng
9492,7.03,面粉,flour,miànfěn
9493,7.03,动向,trend,dòngxiàng
9494,7.03,自给,Self,zìjǐ
9495,7.03,任教,Teach,rènjiào
9496,7.03,抬,lift,tái
9497,7.03,教委,Tutorial committee,jiàowěi
9498,7.03,改正,correct,gǎizhèng
9499,7.03,内心,heart,nèixīn
9500,7.03,影响力,Influence,yǐngxiǎng
9501,7.02,本轮,This wheel,běn
9502,7.02,诗人,poet,shīrén
9503,7.02,募捐,Fundraising,mùjuān
9504,7.01,三亚,Sanya,sān
9505,7.01,嫌疑犯,Suspect,xiányífàn
9506,7.01,培,Cultivate,péi
9507,7.01,铁人,iron Man,tiěrén
9508,7.0,高血压,hypertension,gāoxuèyā
9509,7.0,源源不断,Source continuous,yuányuán
9510,7.0,社民党,Socialist party,shè
9511,7.0,真相,the truth,zhēnxiàng
9512,7.0,倒卖,Sell,dǎomài
9513,7.0,人代会,Conference,réndàihuì
9514,7.0,认同,Agree,rèntóng
9515,7.0,二十三,twenty-three,èr
9516,7.0,津贴,allowance,jīntiē
9517,7.0,禽,birds,qín
9518,7.0,礼仪,etiquette,lǐyí
9519,7.0,民委,Civil committee,Mínwěi
9520,7.0,对子,Pair,duìzi
9521,6.99,身穿,Wear,shēn
9522,6.99,飞碟,UFO,fēidié
9523,6.99,横幅,Banner,héngfú
9524,6.99,小浪底,Small wave,xiǎo
9525,6.99,运到,Transported to,yùn
9526,6.99,也就是,That is,yě
9527,6.99,中型,Medium type,zhōngxíng
9528,6.99,一跃,Jump,yī
9529,6.99,款待,Hospitality,kuǎndài
9530,6.99,载有,Contain,zǎi
9531,6.99,珠宝,Jewelry,zhūbǎo
9532,6.99,外销,Export,wàixiāo
9533,6.99,淮,Huai,huái
9534,6.98,布达拉宫,Potala Palace,bùdálāgōng
9535,6.98,带入,Bring into,dài
9536,6.98,总领事,General consul,zǒnglǐngshì
9537,6.98,己,already,jǐ
9538,6.97,全校,School,quán
9539,6.97,熟练,skilled,shúliàn
9540,6.97,养鸡,Chicken,yǎng
9541,6.97,采矿,mining,cǎikuàng
9542,6.97,歪曲,distort,wāiqū
9543,6.97,东风,Dongfeng,dōngfēng
9544,6.97,焦,Focus,jiāo
9545,6.97,宝座,throne,bǎozuò
9546,6.97,经验教训,Lesson,jīngyàn
9547,6.96,预备,preparation,yùbèi
9548,6.96,国民议会,National council,guómín
9549,6.96,杂,miscellaneous,zá
9550,6.96,这儿,here,zhè
9551,6.96,侯,Hou,hóu
9552,6.95,接管,take over,jiēguǎn
9553,6.95,注,Note,zhù
9554,6.95,迪亚,Dia,dí
9555,6.95,墨西哥城,Mexico City,Mòxīɡēchénɡ
9556,6.95,过剩,excess,guòshèng
9557,6.95,井冈山,Jinggangshan,Jǐnɡɡānɡshān
9558,6.95,西红柿,tomato,xīhóngshì
9559,6.95,怪,Strange,guài
9560,6.95,参股,Shares,cāngǔ
9561,6.95,责任书,Responsibility,zérèn
9562,6.94,河段,reach,héduàn
9563,6.94,伪劣,Fake,wěiliè
9564,6.94,标题,title,biāotí
9565,6.94,迟迟,Be late,chíchí
9566,6.94,乐器,Musical instrument,yuèqì
9567,6.94,开行,Start,kāixíng
9568,6.94,人大常委会,People's Congress Standing Committee,Réndà
9569,6.94,爆出,Explode,bàochū
9570,6.94,过快,Too fast,guō
9571,6.94,要是,if,yàoshi
9572,6.94,根源,source,gēnyuán
9573,6.94,渣,Slag,zhā
9574,6.94,歌剧,opera,gējù
9575,6.93,帽,cap,mào
9576,6.93,是不是,Yes or no,shì
9577,6.93,中小学校,Primary and secondary school,zhōng-xiǎoxuéxiào
9578,6.93,无比,Incomparable,wúbǐ
9579,6.93,享年,Annual,xiǎngnián
9580,6.93,间断,Interruption,jiànduàn
9581,6.93,前些年,Previous year,qián
9582,6.93,定额,quota,dìng'é
9583,6.93,中国工商银行,ICBC,zhōngguó
9584,6.92,选用,Choose,xuǎnyòng
9585,6.92,男排,Male row,nánpái
9586,6.92,谋,seek,móu
9587,6.92,上阵,Get in battle,shàngzhèn
9588,6.92,餐厅,Dinning room,cāntīng
9589,6.92,货款,Payment,huòkuǎn
9590,6.92,北京国安队,Beijing Guoan Team,běijīng
9591,6.92,导师,tutor,dǎoshī
9592,6.92,燃气,Gas,ránqì
9593,6.92,长年,Long-term,chángnián
9594,6.92,自有,Own,zìyǒu
9595,6.91,中联部,Zhonglian Department,zhōngliánbù
9596,6.91,情谊,Friendship,qíngyì
9597,6.91,坚守,hold fast,jiānshǒu
9598,6.91,肺,lung,fèi
9599,6.91,出自,Come from,chūzì
9600,6.91,光学,Optical,guāngxué
9601,6.91,马约,Horse,mǎ
9602,6.91,拉萨市,Lhasa City,Lāsà
9603,6.91,位数,Bit number,wèishù
9604,6.91,完美,Perfect,wánměi
9605,6.91,长廊,gallery,chángláng
9606,6.9,受阻,Blocked,shòuzǔ
9607,6.9,国籍,Country of Citizenship,guójí
9608,6.9,拜会,call,bàihuì
9609,6.9,马术,Equestrian,mǎshù
9610,6.9,哈萨克,Kazakh,hāsàkè
9611,6.9,出事,Accident,chūshì
9612,6.9,留给,Leave,liú
9613,6.9,重现,Reproduce,chóngxiàn
9614,6.9,差不多,almost,chàbuduō
9615,6.9,三八,Three eight,sān
9616,6.9,要闻,News,yàowén
9617,6.89,乡政府,Township government,xiānɡzhènɡfǔ
9618,6.89,变相,Change,biànxiàng
9619,6.88,美誉,Reputation,měiyù
9620,6.88,齐心协力,Work together,qíxīn-xiélì
9621,6.88,琳,Rinse,lín
9622,6.88,保级,Advancement,bǎojí
9623,6.88,打伤,Injure,dá
9624,6.88,大王,King,dàwáng
9625,6.88,资本主义,Capitalism,zīběn
9626,6.88,中央人民广播电台,People's Central Broadcasting Station,zhōngyāng
9627,6.88,黄色,yellow,huángsè
9628,6.87,拦截,Intercept,lánjié
9629,6.87,食用菌,Edible bacteria,shíyòngjūn
9630,6.87,架次,Rack,jiàcì
9631,6.86,性格,character,xìnggé
9632,6.86,耕,Plow,gēng
9633,6.86,医师,Physician,yīshī
9634,6.86,领到,Receive,lǐng
9635,6.86,崇尚,advocate,chóngshàng
9636,6.86,是非,Be no,shìfēi
9637,6.86,苏南,Southern Southern,sū
9638,6.86,休假,take a vacation,xiūjià
9639,6.86,说起,Talk,shuì
9640,6.85,潜心,Depart,qiánxīn
